사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44228 ,경원선,363 ,의정부,1566 ,18 ,7329 ,1623 ,17019 ,5831 ,35676 ,9657 ,33487 ,25895 ,19439 ,25385 ,17727 ,20428 ,20157 ,22369 ,22460 ,25523 ,23974 ,31519 ,25284 ,29745 ,27543 ,27607 ,29717 ,30323 ,30681 ,32375 ,33625 ,41705 ,21948 ,38185 ,23910 ,21539 ,19439 ,22116 ,11230 ,15326 ,2322 ,8010 ,152 ,2179 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,364 ,가능,298 ,9 ,5472 ,1064 ,8383 ,2706 ,18121 ,4386 ,16541 ,8062 ,9688 ,6251 ,8404 ,4489 ,8287 ,4982 ,8184 ,5850 ,7474 ,6650 ,7024 ,5965 ,6880 ,7320 ,6631 ,8801 ,7747 ,10054 ,7012 ,14956 ,4250 ,15317 ,3554 ,8887 ,3346 ,8349 ,2045 ,6539 ,550 ,3579 ,42 ,664 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,365 ,녹양,164 ,3 ,3985 ,603 ,6153 ,1905 ,13517 ,2832 ,10791 ,6115 ,6634 ,3514 ,6033 ,2484 ,5590 ,3679 ,5915 ,3993 ,5455 ,4325 ,4898 ,3800 ,5097 ,5336 ,5095 ,5967 ,5696 ,7245 ,6053 ,10795 ,2919 ,10534 ,2091 ,7348 ,1857 ,6080 ,1110 ,4921 ,370 ,2675 ,14 ,588 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,366 ,양주,1098 ,31 ,4012 ,974 ,8507 ,3776 ,23231 ,7912 ,18458 ,8203 ,12275 ,5488 ,10831 ,5094 ,9712 ,6457 ,10419 ,7096 ,9258 ,6240 ,8628 ,7219 ,8458 ,7877 ,9051 ,9842 ,8825 ,11954 ,10585 ,17418 ,5177 ,15909 ,2902 ,12118 ,2637 ,10206 ,1421 ,8120 ,411 ,3949 ,10 ,1115 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,367 ,덕계,0 ,0 ,1634 ,315 ,5186 ,2300 ,9453 ,2089 ,7614 ,2863 ,4398 ,1368 ,3327 ,1211 ,3287 ,1628 ,3039 ,1872 ,3197 ,1819 ,2692 ,2077 ,2519 ,2836 ,3213 ,3036 ,2982 ,5037 ,3053 ,6228 ,1211 ,6397 ,923 ,4703 ,775 ,3623 ,477 ,2399 ,168 ,1618 ,2 ,297 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,368 ,덕정,1 ,0 ,2577 ,1277 ,6332 ,3763 ,13856 ,7507 ,12322 ,8621 ,7519 ,4370 ,6085 ,3109 ,7028 ,4095 ,6883 ,4885 ,6797 ,5092 ,6069 ,4442 ,5797 ,5728 ,6016 ,6361 ,8200 ,9818 ,9347 ,10726 ,4054 ,10615 ,2585 ,7299 ,2533 ,7813 ,1657 ,4854 ,890 ,2654 ,103 ,498 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,369 ,지행,14 ,0 ,3686 ,729 ,7753 ,1667 ,15248 ,3869 ,13834 ,8398 ,10155 ,5084 ,8214 ,3800 ,8515 ,5520 ,8495 ,6781 ,8936 ,7119 ,7379 ,6659 ,7037 ,7823 ,6682 ,9042 ,7304 ,12526 ,9168 ,13872 ,4948 ,14275 ,5117 ,9695 ,4331 ,8803 ,2476 ,7894 ,962 ,3834 ,86 ,887 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,370 ,동두천중앙,6 ,0 ,1719 ,474 ,3765 ,1233 ,6458 ,2580 ,6096 ,6550 ,4781 ,3402 ,4162 ,2698 ,4451 ,3768 ,4298 ,3698 ,4561 ,3874 ,4106 ,3550 ,4169 ,3831 ,3696 ,4117 ,4406 ,4671 ,5370 ,4547 ,2132 ,5317 ,1581 ,3807 ,1079 ,3228 ,628 ,2802 ,208 ,1520 ,9 ,456 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,371 ,보산,18 ,1 ,1247 ,401 ,2009 ,633 ,3169 ,1463 ,2475 ,1797 ,2212 ,1225 ,2187 ,1039 ,2206 ,1379 ,2347 ,1316 ,2329 ,1722 ,2371 ,1770 ,2209 ,1889 ,2243 ,2103 ,3001 ,2373 ,2548 ,3021 ,1422 ,3683 ,814 ,2824 ,589 ,2073 ,333 ,1798 ,166 ,838 ,4 ,206 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,372 ,동두천,6 ,0 ,552 ,263 ,2113 ,1770 ,3572 ,5528 ,3763 ,3604 ,2995 ,2243 ,3015 ,2567 ,2738 ,2768 ,2145 ,2278 ,2655 ,2365 ,2690 ,2724 ,2658 ,2823 ,2352 ,2760 ,2878 ,2668 ,3499 ,3608 ,1804 ,3361 ,1031 ,2715 ,489 ,2396 ,305 ,1379 ,125 ,738 ,0 ,222 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경원선,373 ,소요산,77 ,0 ,578 ,306 ,712 ,776 ,2813 ,1781 ,2624 ,1907 ,3409 ,3085 ,2937 ,5121 ,3681 ,7658 ,5183 ,8974 ,6631 ,7090 ,9040 ,5888 ,10473 ,4281 ,9113 ,3257 ,5711 ,2464 ,3632 ,1601 ,1340 ,1090 ,980 ,1116 ,566 ,810 ,326 ,920 ,104 ,594 ,3 ,216 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,280 ,산본,505 ,0 ,5876 ,1416 ,17045 ,4916 ,41662 ,10116 ,41173 ,22258 ,19687 ,16669 ,15975 ,14619 ,16927 ,14968 ,18664 ,17567 ,18325 ,19850 ,17663 ,19231 ,18770 ,21073 ,19771 ,23094 ,20173 ,29250 ,23557 ,47901 ,15372 ,44195 ,14436 ,23624 ,16275 ,20411 ,8151 ,16187 ,1738 ,7539 ,39 ,502 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,281 ,대야미,0 ,0 ,1836 ,615 ,5498 ,2859 ,13077 ,3478 ,12642 ,6411 ,7560 ,3273 ,5795 ,3573 ,5633 ,3679 ,5965 ,3879 ,6350 ,4132 ,6032 ,4359 ,6305 ,5037 ,6816 ,6146 ,6618 ,6764 ,7603 ,11475 ,3697 ,9891 ,2931 ,6604 ,2425 ,7210 ,1435 ,5153 ,567 ,2213 ,12 ,162 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,282 ,반월,4 ,0 ,2294 ,576 ,5727 ,1620 ,12313 ,2623 ,11476 ,4027 ,7619 ,2688 ,5604 ,2584 ,5305 ,3065 ,5293 ,3460 ,5683 ,3871 ,4739 ,4358 ,4210 ,5357 ,4713 ,6212 ,5036 ,7032 ,5507 ,11837 ,2865 ,8959 ,2205 ,7345 ,1651 ,6880 ,991 ,5075 ,373 ,2126 ,34 ,153 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,283 ,상록수,287 ,9 ,10801 ,1892 ,23897 ,6279 ,54377 ,8472 ,49789 ,12344 ,26354 ,10619 ,19165 ,8725 ,18158 ,10132 ,19471 ,11992 ,18107 ,14223 ,15699 ,14566 ,14660 ,16566 ,15452 ,20988 ,16575 ,29176 ,16422 ,49941 ,10629 ,46202 ,8571 ,29197 ,8493 ,30762 ,4825 ,22267 ,1667 ,10158 ,78 ,903 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,284 ,한대앞,78 ,4 ,5405 ,688 ,12205 ,2960 ,22902 ,5149 ,19505 ,11067 ,11118 ,8212 ,9611 ,6833 ,9778 ,6831 ,10196 ,7508 ,9501 ,8691 ,9174 ,8814 ,9041 ,9531 ,9561 ,11460 ,11646 ,14514 ,12405 ,23216 ,6913 ,19303 ,5958 ,12806 ,5931 ,11946 ,3621 ,9959 ,1042 ,5020 ,34 ,654 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,285 ,중앙,133 ,7 ,5763 ,746 ,20303 ,5585 ,41948 ,8675 ,32221 ,24041 ,16642 ,20532 ,15357 ,14631 ,17216 ,15532 ,19999 ,20293 ,19561 ,23464 ,19194 ,23530 ,20466 ,23827 ,23833 ,25390 ,25394 ,31853 ,28785 ,48778 ,19265 ,42408 ,21497 ,22896 ,25846 ,22698 ,14174 ,17293 ,2887 ,9654 ,72 ,1407 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,286 ,고잔,134 ,3 ,3901 ,597 ,9590 ,3628 ,22628 ,9712 ,16060 ,21057 ,9404 ,10296 ,8624 ,7465 ,9360 ,6931 ,9312 ,7524 ,8596 ,9296 ,9237 ,8170 ,9918 ,8262 ,10728 ,8110 ,14729 ,11135 ,17977 ,17105 ,7088 ,14515 ,5621 ,9959 ,6131 ,9372 ,3028 ,7675 ,1029 ,4481 ,58 ,844 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,287 ,초지,170 ,3 ,2302 ,260 ,6168 ,3318 ,14582 ,6707 ,10880 ,8328 ,5572 ,3331 ,4573 ,2579 ,4638 ,3023 ,4629 ,3664 ,4478 ,3769 ,4201 ,3797 ,4357 ,3927 ,4705 ,4364 ,6293 ,6585 ,8180 ,11085 ,3724 ,10501 ,2507 ,7437 ,2557 ,7083 ,1215 ,5312 ,382 ,2422 ,18 ,557 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,288 ,안산,856 ,5 ,7914 ,1194 ,9570 ,12816 ,15959 ,31666 ,15769 ,26888 ,12902 ,11194 ,11470 ,10036 ,12507 ,12192 ,14071 ,12293 ,14830 ,12238 ,15292 ,12760 ,15903 ,12600 ,17146 ,13855 ,32976 ,17950 ,36093 ,20055 ,19046 ,17831 ,17043 ,13047 ,9810 ,11328 ,3447 ,8059 ,802 ,3684 ,19 ,935 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,안산선,289 ,신길온천,9 ,1 ,1350 ,81 ,2657 ,1010 ,4570 ,2525 ,3897 ,2086 ,2388 ,1105 ,1996 ,941 ,1818 ,1206 ,2073 ,1325 ,1952 ,1201 ,1763 ,1618 ,1747 ,1761 ,1887 ,1964 ,2863 ,2528 ,2826 ,3687 ,1385 ,3613 ,954 ,2517 ,589 ,2323 ,304 ,1822 ,122 ,1025 ,7 ,270 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,290 ,정왕,122 ,6 ,4277 ,189 ,6723 ,8925 ,13700 ,19576 ,11157 ,19250 ,8231 ,8892 ,7674 ,6209 ,7556 ,6747 ,8720 ,7531 ,8688 ,7222 ,8460 ,7779 ,9398 ,8398 ,10745 ,8018 ,15783 ,11214 ,20377 ,15101 ,9149 ,11891 ,7405 ,9580 ,5528 ,8903 ,2540 ,6983 ,633 ,3896 ,14 ,900 ,0 ,2 ,0 ,0 ,0 ,0 
44228 ,안산선,291 ,오이도,132 ,1 ,4723 ,70 ,10823 ,4815 ,23212 ,9511 ,17938 ,9671 ,10197 ,5838 ,9043 ,5939 ,8841 ,7550 ,9931 ,10305 ,10132 ,10644 ,9070 ,10843 ,10519 ,11566 ,11565 ,11544 ,14476 ,13921 ,14990 ,19338 ,9616 ,18785 ,7921 ,12295 ,7833 ,12457 ,3973 ,9626 ,887 ,5915 ,1 ,1578 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,안산선,292 ,수리산,4 ,2 ,2391 ,436 ,6844 ,1333 ,14130 ,2670 ,13598 ,3397 ,7410 ,2380 ,5236 ,3422 ,4777 ,2753 ,4973 ,3027 ,4670 ,3189 ,4279 ,3025 ,3932 ,3742 ,3550 ,4682 ,3831 ,5330 ,4150 ,9544 ,1999 ,8504 ,1369 ,5483 ,1279 ,5364 ,732 ,4252 ,263 ,1863 ,6 ,161 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,230 ,선바위,2 ,0 ,813 ,859 ,4230 ,6350 ,14023 ,15510 ,17649 ,19720 ,11109 ,11475 ,7127 ,6117 ,6999 ,5163 ,7281 ,5691 ,7708 ,5245 ,7817 ,5307 ,8386 ,6123 ,11062 ,7036 ,17311 ,8951 ,23009 ,13748 ,11383 ,11280 ,7032 ,6961 ,5819 ,8022 ,2802 ,5551 ,591 ,1864 ,1 ,58 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,231 ,경마공원,0 ,0 ,172 ,202 ,611 ,1518 ,1399 ,1571 ,1891 ,4501 ,1476 ,1184 ,1358 ,866 ,1176 ,1160 ,1022 ,1047 ,1427 ,1229 ,1479 ,1095 ,1545 ,1093 ,1790 ,1448 ,2671 ,1364 ,4587 ,1894 ,906 ,1403 ,520 ,1021 ,418 ,1026 ,220 ,677 ,80 ,287 ,5 ,8 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,232 ,대공원,2 ,0 ,59 ,282 ,163 ,2474 ,605 ,2589 ,779 ,6534 ,1110 ,8471 ,1376 ,11247 ,2119 ,7535 ,3703 ,5881 ,4701 ,7521 ,6263 ,6670 ,8211 ,3667 ,9948 ,2102 ,9808 ,1100 ,8828 ,832 ,4160 ,666 ,2334 ,332 ,731 ,338 ,259 ,161 ,70 ,80 ,1 ,3 ,1 ,1 ,0 ,0 ,0 ,0 
44228 ,과천선,233 ,과천,2 ,0 ,1415 ,456 ,5313 ,4934 ,16113 ,3881 ,15882 ,6074 ,9311 ,3775 ,6650 ,3702 ,6382 ,3563 ,6920 ,3964 ,7188 ,4275 ,6901 ,4490 ,7114 ,5158 ,8978 ,6316 ,8759 ,7770 ,6092 ,14506 ,2989 ,12384 ,2019 ,7580 ,1692 ,9355 ,1047 ,6231 ,254 ,2692 ,3 ,88 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,234 ,정부과천청사,3 ,0 ,1259 ,815 ,4427 ,6783 ,11871 ,16654 ,11581 ,50118 ,8095 ,12251 ,6617 ,8699 ,7451 ,6857 ,8189 ,7421 ,9157 ,7865 ,9874 ,7569 ,11667 ,7666 ,14861 ,8284 ,21534 ,10377 ,39462 ,14077 ,11450 ,12162 ,9662 ,6865 ,8521 ,7994 ,3614 ,5019 ,566 ,2215 ,4 ,43 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,235 ,인덕원,70 ,4 ,6033 ,1769 ,20056 ,9749 ,58002 ,26176 ,53391 ,78565 ,29630 ,28838 ,22321 ,15422 ,20719 ,15055 ,23277 ,15380 ,23499 ,18084 ,21621 ,18435 ,23471 ,20765 ,27204 ,24804 ,37778 ,33753 ,62793 ,56159 ,23191 ,54432 ,19014 ,29668 ,18982 ,30865 ,10042 ,26461 ,1672 ,9587 ,16 ,268 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,236 ,평촌,19 ,1 ,2735 ,1735 ,14247 ,7032 ,41556 ,25640 ,34868 ,69508 ,18259 ,27525 ,13779 ,12103 ,13545 ,10869 ,14665 ,11174 ,14315 ,14380 ,14413 ,12766 ,16856 ,12585 ,18008 ,15471 ,31076 ,19566 ,52397 ,33690 ,21444 ,34096 ,16840 ,18413 ,16118 ,16187 ,9898 ,14047 ,1795 ,5230 ,13 ,266 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,과천선,237 ,범계,34 ,1 ,5220 ,2036 ,23459 ,8097 ,61577 ,16217 ,53870 ,45920 ,27961 ,35398 ,21793 ,23876 ,23295 ,21798 ,26446 ,24180 ,26951 ,30155 ,27409 ,28149 ,29724 ,28444 ,32732 ,32876 ,36826 ,40871 ,48313 ,64918 ,29504 ,57901 ,33725 ,28403 ,32341 ,26433 ,16236 ,21443 ,2441 ,8261 ,26 ,437 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,143 ,선릉,10 ,0 ,847 ,1022 ,1760 ,7830 ,3208 ,30867 ,4939 ,100996 ,4223 ,67349 ,5037 ,26821 ,6821 ,19022 ,8164 ,15781 ,9343 ,17250 ,10926 ,14905 ,13884 ,12884 ,22092 ,14039 ,35751 ,14119 ,61135 ,17380 ,28695 ,10875 ,18321 ,4970 ,20572 ,5029 ,9830 ,3760 ,1474 ,1696 ,39 ,340 ,1 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,144 ,한티,22 ,1 ,1383 ,780 ,4989 ,6801 ,14451 ,16359 ,17544 ,37479 ,11232 ,34820 ,9202 ,20329 ,10889 ,16282 ,15045 ,19338 ,16076 ,22018 ,15702 ,15398 ,18155 ,15208 ,22287 ,17773 ,31934 ,22397 ,35359 ,25298 ,22557 ,19621 ,25993 ,10838 ,25174 ,11898 ,12776 ,7997 ,1893 ,2914 ,37 ,150 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,145 ,도곡,44 ,1 ,834 ,783 ,2271 ,4336 ,5853 ,9856 ,8768 ,19622 ,6501 ,14231 ,5365 ,6566 ,6067 ,5912 ,7068 ,5941 ,7803 ,6641 ,7988 ,6191 ,9695 ,5873 ,10896 ,6597 ,15571 ,8222 ,18145 ,10840 ,9398 ,8875 ,6554 ,5365 ,6429 ,6178 ,3403 ,4176 ,579 ,1381 ,22 ,131 ,1 ,1 ,0 ,0 ,0 ,0 
44228 ,분당선,146 ,구룡,0 ,0 ,325 ,419 ,929 ,3918 ,1956 ,2765 ,2582 ,3778 ,2152 ,1933 ,1796 ,1302 ,1808 ,1176 ,1994 ,1367 ,2035 ,1482 ,2128 ,1670 ,2376 ,1606 ,4292 ,1664 ,5026 ,1976 ,2773 ,2658 ,1233 ,2105 ,751 ,1489 ,716 ,1551 ,358 ,1331 ,112 ,522 ,1 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,147 ,개포동,0 ,0 ,544 ,622 ,2401 ,4508 ,6255 ,3690 ,6779 ,7189 ,4201 ,5085 ,3716 ,3504 ,3524 ,2887 ,4168 ,3405 ,4174 ,3697 ,4337 ,3393 ,4553 ,3803 ,6259 ,4088 ,7138 ,5465 ,7105 ,8010 ,3685 ,6701 ,2854 ,3948 ,3136 ,4741 ,1984 ,3511 ,378 ,1321 ,5 ,44 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,148 ,대모산입구,4 ,0 ,1575 ,1028 ,2472 ,8474 ,6455 ,3623 ,7489 ,7082 ,4709 ,3841 ,3916 ,2235 ,3643 ,2544 ,4224 ,2322 ,3803 ,3105 ,3644 ,2879 ,3944 ,3295 ,6459 ,3518 ,9051 ,4116 ,6302 ,5743 ,2766 ,4936 ,1646 ,3243 ,1277 ,3546 ,755 ,2719 ,218 ,1143 ,1 ,68 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,149 ,수서,44 ,1 ,2684 ,2170 ,4604 ,8965 ,16780 ,17385 ,25696 ,35344 ,16632 ,19294 ,15408 ,14152 ,13098 ,10496 ,16116 ,13224 ,15571 ,13408 ,11764 ,12525 ,17465 ,14006 ,19026 ,16859 ,24835 ,20560 ,31338 ,28997 ,14069 ,22334 ,14242 ,14622 ,10884 ,15158 ,8904 ,10056 ,3298 ,3138 ,4 ,337 ,2 ,1 ,0 ,0 ,0 ,0 
44228 ,분당선,150 ,복정,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,2 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,313 ,수원,543 ,2 ,3288 ,390 ,6572 ,2826 ,17495 ,5026 ,18062 ,9514 ,9149 ,8404 ,6387 ,6255 ,6797 ,7244 ,7997 ,8364 ,8451 ,9235 ,8916 ,9372 ,9692 ,9071 ,11708 ,10506 ,14091 ,15027 ,16008 ,18522 ,11436 ,13300 ,12323 ,7928 ,11826 ,7361 ,6674 ,4898 ,1404 ,2220 ,28 ,325 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,314 ,서울숲,78 ,0 ,1789 ,386 ,4005 ,3322 ,9790 ,11568 ,16780 ,30583 ,11614 ,18977 ,6212 ,8860 ,5930 ,8050 ,6557 ,9570 ,7858 ,11144 ,8497 ,10794 ,10806 ,11213 ,14132 ,10855 ,21136 ,12628 ,32754 ,17888 ,16172 ,12727 ,10828 ,7373 ,9840 ,8175 ,4567 ,5709 ,733 ,1908 ,20 ,389 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,315 ,압구정로데오,36 ,2 ,932 ,571 ,2629 ,8707 ,3693 ,17922 ,5645 ,54226 ,4970 ,81666 ,6252 ,39778 ,10052 ,30041 ,12584 ,28145 ,15143 ,29231 ,19181 ,26394 ,25495 ,25393 ,32482 ,25939 ,48669 ,29792 ,69077 ,31461 ,52933 ,15013 ,47814 ,5425 ,42969 ,4484 ,21987 ,2928 ,2080 ,1172 ,14 ,264 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,316 ,강남구청,2 ,0 ,855 ,406 ,1889 ,3526 ,5209 ,11557 ,7175 ,42710 ,6069 ,31977 ,5627 ,15252 ,7074 ,11133 ,7949 ,10618 ,9163 ,11726 ,10399 ,11088 ,11463 ,10674 ,13178 ,10654 ,20554 ,13002 ,38119 ,16056 ,20496 ,10402 ,12925 ,5521 ,13869 ,6067 ,7075 ,4047 ,1196 ,1707 ,13 ,313 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,317 ,선정릉,7 ,0 ,774 ,663 ,1490 ,3883 ,3346 ,9669 ,5489 ,41809 ,4601 ,33806 ,4011 ,12393 ,4946 ,7058 ,5594 ,6544 ,6474 ,7077 ,7523 ,6924 ,8662 ,6289 ,10510 ,6115 ,18304 ,6940 ,36245 ,8361 ,20031 ,5627 ,10342 ,3383 ,10015 ,3916 ,5940 ,2793 ,1116 ,1115 ,10 ,253 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,318 ,가천대,32 ,7 ,4001 ,570 ,5635 ,2454 ,13231 ,3982 ,18858 ,11102 ,10753 ,7002 ,6605 ,5492 ,6206 ,5734 ,7432 ,6409 ,7134 ,6932 ,6793 ,6378 ,7010 ,7391 ,9024 ,8536 ,11063 ,11810 ,8952 ,17920 ,4850 ,16093 ,3204 ,10870 ,3382 ,13993 ,2332 ,10723 ,679 ,4860 ,37 ,276 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,319 ,태평,209 ,9 ,11556 ,1359 ,15978 ,4367 ,31519 ,6390 ,49513 ,14115 ,30419 ,9286 ,17352 ,9011 ,15040 ,10511 ,16048 ,11970 ,16030 ,12733 ,14918 ,14672 ,14342 ,19002 ,14358 ,20738 ,15651 ,25755 ,15289 ,37166 ,8340 ,28079 ,6365 ,20671 ,5667 ,25912 ,3311 ,16108 ,851 ,6581 ,33 ,395 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,320 ,모란,302 ,5 ,11692 ,2163 ,16540 ,8041 ,40642 ,17207 ,51387 ,25613 ,35668 ,19114 ,23851 ,17982 ,23813 ,20868 ,25477 ,23682 ,25837 ,26493 ,28277 ,27652 ,27444 ,31779 ,26109 ,31766 ,27548 ,35127 ,31861 ,49243 ,18095 ,38028 ,14326 ,27165 ,14688 ,28963 ,8673 ,19583 ,2051 ,8489 ,108 ,518 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,321 ,야탑,103 ,4 ,5071 ,2354 ,13968 ,10410 ,39990 ,28288 ,48959 ,73107 ,31844 ,41688 ,24780 ,25334 ,26355 ,22072 ,28328 ,28180 ,28616 ,29957 ,29645 ,28223 ,32168 ,30399 ,36117 ,32037 ,45911 ,39634 ,66335 ,55164 ,30915 ,46211 ,24755 ,28666 ,25035 ,26454 ,12892 ,21098 ,2925 ,7931 ,109 ,748 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,322 ,서현,183 ,3 ,3376 ,2377 ,9422 ,9251 ,25384 ,27816 ,30507 ,58571 ,21533 ,48359 ,18980 ,29315 ,22116 ,26707 ,25130 ,30384 ,26787 ,33598 ,29866 ,35028 ,34859 ,32276 ,38629 ,36243 ,51055 ,40571 ,65500 ,50270 ,40780 ,37339 ,44141 ,20210 ,41489 ,20325 ,20467 ,13131 ,3570 ,5677 ,207 ,553 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,323 ,수내,128 ,0 ,1773 ,1597 ,5548 ,5942 ,13588 ,13000 ,17195 ,40817 ,11243 ,31435 ,9182 ,16137 ,10676 ,12507 ,12870 ,13959 ,14257 ,14077 ,15723 ,14189 ,17661 ,13623 ,19702 ,14500 ,27136 ,16843 ,38231 ,21706 ,20317 ,17703 ,21233 ,9970 ,16379 ,10752 ,7919 ,7808 ,1581 ,2963 ,68 ,307 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,324 ,정자,221 ,2 ,2497 ,856 ,7313 ,11075 ,20560 ,24901 ,25218 ,52709 ,17174 ,33713 ,12201 ,16126 ,13481 ,12689 ,15841 ,13791 ,15438 ,15734 ,16862 ,14556 ,19594 ,15234 ,22917 ,19598 ,34012 ,25073 ,46877 ,36223 ,26190 ,28436 ,21288 ,16593 ,28580 ,17920 ,16836 ,13085 ,3622 ,4489 ,490 ,855 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,325 ,미금,422 ,0 ,2607 ,698 ,8467 ,8850 ,18618 ,15398 ,23727 ,33013 ,18016 ,25030 ,16627 ,16276 ,18341 ,16037 ,19540 ,18414 ,20269 ,20668 ,20733 ,20038 ,25038 ,19328 ,24680 ,22299 ,28224 ,24978 ,30902 ,31277 ,16554 ,27031 ,14939 ,18397 ,16935 ,19212 ,9043 ,12710 ,2009 ,4956 ,60 ,888 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,326 ,오리,616 ,17 ,3098 ,414 ,10090 ,5900 ,23000 ,10737 ,24985 ,28402 ,15929 ,15173 ,11539 ,8567 ,12030 ,8401 ,13051 ,10082 ,13008 ,9185 ,12629 ,9948 ,13948 ,10596 ,15384 ,11875 ,20229 ,13296 ,28232 ,19572 ,12261 ,17827 ,9723 ,11745 ,9584 ,11770 ,5207 ,8697 ,1348 ,3521 ,54 ,670 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,분당선,327 ,이매,21 ,0 ,1924 ,863 ,4524 ,2798 ,10597 ,5646 ,11526 ,9807 ,7728 ,6097 ,6106 ,4190 ,6337 ,4181 ,6492 ,5048 ,6604 ,5491 ,6575 ,5122 ,6398 ,5819 ,7448 ,6905 ,9188 ,8259 ,9900 ,11401 ,5034 ,9748 ,3478 ,6176 ,4157 ,7815 ,2152 ,5753 ,539 ,2191 ,63 ,262 ,0 ,0 ,0 ,0 ,0 ,0 
