사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
44228 ,장항선,227 ,배방,33 ,0 ,734 ,114 ,1109 ,508 ,1413 ,747 ,1648 ,1457 ,1292 ,1049 ,1042 ,695 ,1284 ,1000 ,1278 ,1208 ,1384 ,1294 ,1602 ,921 ,1275 ,1333 ,1162 ,1250 ,1715 ,1944 ,1739 ,1539 ,979 ,1916 ,748 ,1082 ,614 ,1269 ,452 ,862 ,253 ,697 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,장항선,228 ,온양온천,423 ,1 ,996 ,358 ,2679 ,1624 ,4665 ,2475 ,6051 ,5371 ,5310 ,3911 ,4691 ,5134 ,6174 ,7066 ,5691 ,6471 ,7517 ,5436 ,7045 ,5161 ,6364 ,5862 ,5114 ,5258 ,4877 ,6635 ,6546 ,5316 ,2544 ,5297 ,2033 ,3601 ,1911 ,3500 ,1182 ,2755 ,598 ,1978 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,장항선,229 ,신창(순천향대),157 ,1 ,295 ,16 ,590 ,232 ,1383 ,780 ,1202 ,2414 ,1239 ,1175 ,1285 ,1352 ,1324 ,1669 ,1425 ,1429 ,1558 ,1277 ,1863 ,1200 ,2081 ,1465 ,2142 ,1386 ,2283 ,1520 ,2234 ,1488 ,781 ,1460 ,652 ,1203 ,520 ,965 ,309 ,1127 ,126 ,807 ,0 ,31 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,173 ,신촌,0 ,0 ,110 ,1 ,303 ,731 ,448 ,2710 ,347 ,3586 ,460 ,2331 ,417 ,1234 ,500 ,896 ,654 ,789 ,573 ,1680 ,633 ,844 ,923 ,701 ,1512 ,593 ,2760 ,794 ,2459 ,929 ,1762 ,648 ,820 ,372 ,1080 ,293 ,629 ,77 ,198 ,206 ,3 ,39 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,174 ,효창공원앞,0 ,0 ,374 ,98 ,1453 ,1439 ,3409 ,3724 ,4872 ,12076 ,3271 ,8050 ,2293 ,2638 ,2303 ,2491 ,2663 ,2455 ,2703 ,2550 ,2776 ,2533 ,3010 ,2679 ,3657 ,3017 ,5269 ,3830 ,10728 ,5805 ,4735 ,4680 ,2509 ,3099 ,2381 ,3908 ,1534 ,2615 ,471 ,1208 ,1 ,117 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,176 ,서강대,4 ,0 ,230 ,42 ,1087 ,909 ,2186 ,1829 ,2843 ,5534 ,2162 ,4172 ,1815 ,2142 ,2040 ,2344 ,2265 ,2338 ,2175 ,2268 ,2298 ,2228 ,2583 ,2287 ,3351 ,2723 ,4024 ,2822 ,4542 ,3228 ,2685 ,2480 ,2404 ,1596 ,2939 ,1999 ,1829 ,1214 ,605 ,606 ,3 ,32 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,178 ,가좌,0 ,0 ,1873 ,219 ,5001 ,2365 ,14415 ,2625 ,18335 ,6012 ,8269 ,5490 ,6152 ,4238 ,5573 ,4188 ,6564 ,4384 ,5778 ,6182 ,5834 ,5905 ,5775 ,6451 ,6699 ,7769 ,6567 ,8902 ,6575 ,13868 ,3925 ,11392 ,2813 ,6416 ,2767 ,5621 ,1768 ,5189 ,453 ,2569 ,6 ,188 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,180 ,수색,0 ,0 ,547 ,358 ,1408 ,2256 ,2827 ,3846 ,3090 ,12264 ,2126 ,6174 ,1653 ,2800 ,1752 ,1739 ,1824 ,1797 ,1915 ,2378 ,2159 ,1935 ,2416 ,1915 ,3237 ,2177 ,6108 ,3038 ,9488 ,2620 ,4549 ,2655 ,2417 ,1505 ,2077 ,1317 ,1143 ,1196 ,345 ,536 ,9 ,72 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,181 ,화전,0 ,0 ,341 ,169 ,865 ,631 ,2680 ,1524 ,2846 ,3326 ,1731 ,2005 ,1364 ,1582 ,1323 ,1396 ,1584 ,1389 ,1842 ,1553 ,1743 ,1506 ,1698 ,1437 ,2370 ,1582 ,3203 ,1713 ,2594 ,2196 ,1640 ,2196 ,938 ,1260 ,727 ,1420 ,511 ,1082 ,227 ,421 ,13 ,132 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,182 ,강매,0 ,0 ,1340 ,197 ,4142 ,756 ,12870 ,896 ,12635 ,2525 ,6009 ,1013 ,3751 ,1102 ,3342 ,1364 ,3400 ,1531 ,3105 ,1977 ,2562 ,2245 ,2437 ,2586 ,2525 ,3535 ,2309 ,4755 ,2523 ,8351 ,947 ,9166 ,641 ,5174 ,800 ,5145 ,410 ,4292 ,135 ,1532 ,2 ,340 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,183 ,행신,0 ,0 ,2239 ,579 ,8974 ,2964 ,29064 ,3923 ,25670 ,7458 ,11083 ,4935 ,7684 ,3822 ,8412 ,4795 ,8003 ,5446 ,7239 ,6527 ,6214 ,6342 ,6109 ,6621 ,7675 ,9493 ,9825 ,12808 ,7674 ,27669 ,4220 ,24089 ,4689 ,11070 ,4107 ,12175 ,3214 ,9082 ,941 ,3359 ,57 ,748 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,184 ,능곡,3 ,0 ,1708 ,296 ,4843 ,1591 ,11601 ,1863 ,11586 ,3359 ,6365 ,2511 ,4843 ,2241 ,4399 ,2656 ,4389 ,2963 ,4349 ,3337 ,3803 ,3261 ,3615 ,3776 ,3867 ,4974 ,4202 ,5960 ,4011 ,8992 ,2246 ,8183 ,1537 ,4541 ,1352 ,5849 ,910 ,4334 ,290 ,1998 ,5 ,889 ,0 ,1 ,0 ,0 ,0 ,0 
44228 ,경의선,185 ,곡산,0 ,0 ,170 ,183 ,531 ,378 ,1124 ,730 ,1014 ,1633 ,512 ,640 ,477 ,466 ,500 ,372 ,560 ,469 ,515 ,463 ,691 ,462 ,742 ,587 ,718 ,646 ,1067 ,730 ,1247 ,1060 ,452 ,896 ,384 ,545 ,256 ,456 ,188 ,388 ,52 ,166 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,186 ,백마,4 ,1 ,2619 ,782 ,10767 ,1836 ,26612 ,4548 ,18475 ,8274 ,9103 ,4417 ,6850 ,3561 ,7142 ,3366 ,7466 ,4795 ,6998 ,4704 ,6236 ,4696 ,6544 ,6645 ,6626 ,7006 ,7074 ,8218 ,8279 ,19604 ,3475 ,19754 ,2466 ,11140 ,3530 ,10928 ,1806 ,8858 ,460 ,4500 ,4 ,155 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,187 ,풍산,4 ,0 ,2564 ,219 ,7364 ,1174 ,16942 ,3288 ,14111 ,5355 ,8522 ,4365 ,6129 ,3470 ,6029 ,3749 ,6264 ,4956 ,6368 ,5606 ,5814 ,4885 ,6539 ,5615 ,6402 ,7082 ,6091 ,8168 ,6544 ,14757 ,3581 ,12074 ,3350 ,9011 ,3583 ,8818 ,1857 ,6528 ,484 ,3481 ,9 ,162 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,188 ,일산,17 ,2 ,4823 ,702 ,16115 ,2870 ,35142 ,4250 ,24479 ,8070 ,13113 ,5811 ,9558 ,4926 ,9851 ,6087 ,10459 ,7120 ,9966 ,8899 ,9299 ,8701 ,9237 ,8985 ,9294 ,11618 ,8166 ,13907 ,9088 ,27528 ,5207 ,28747 ,3610 ,13216 ,4035 ,14962 ,2362 ,11758 ,618 ,5575 ,20 ,976 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,189 ,탄현,41 ,0 ,3485 ,458 ,14615 ,1847 ,27949 ,4126 ,18884 ,7083 ,11084 ,4462 ,8096 ,3596 ,8140 ,4638 ,8507 ,4868 ,7639 ,5431 ,7304 ,6948 ,7369 ,7059 ,7809 ,8012 ,6918 ,13062 ,8219 ,21381 ,4262 ,24644 ,3596 ,11631 ,4130 ,12649 ,2415 ,8347 ,730 ,5764 ,63 ,1125 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,190 ,야당,19 ,1 ,2602 ,229 ,9439 ,1719 ,17751 ,3160 ,15562 ,5909 ,8405 ,5009 ,6959 ,3660 ,6843 ,4503 ,7331 ,4948 ,6885 ,5723 ,6583 ,6952 ,7027 ,7279 ,7469 ,8431 ,6999 ,12697 ,7477 ,17923 ,5070 ,17253 ,4991 ,8942 ,6718 ,8982 ,4008 ,6146 ,891 ,4495 ,85 ,793 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,191 ,운정,20 ,0 ,2511 ,258 ,10625 ,2211 ,21352 ,4804 ,17161 ,7626 ,8534 ,3483 ,6995 ,3139 ,6753 ,3718 ,7093 ,4234 ,6612 ,4466 ,5871 ,5481 ,5720 ,5909 ,6892 ,7370 ,7521 ,9885 ,7723 ,15952 ,3578 ,16529 ,2374 ,8781 ,2439 ,9243 ,1551 ,6850 ,397 ,3952 ,36 ,639 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,192 ,금릉,29 ,0 ,1984 ,185 ,6107 ,1547 ,11869 ,3774 ,9200 ,7855 ,5958 ,3991 ,5022 ,3161 ,5700 ,3375 ,5690 ,3886 ,5683 ,3809 ,5137 ,4963 ,5397 ,5211 ,5462 ,5651 ,6768 ,7404 ,7470 ,10184 ,3585 ,10618 ,3009 ,5556 ,2804 ,6249 ,1661 ,5161 ,303 ,2801 ,13 ,523 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,193 ,금촌,44 ,1 ,2598 ,181 ,6912 ,2744 ,13672 ,7228 ,11995 ,11760 ,8538 ,6493 ,7502 ,5777 ,8380 ,5315 ,8698 ,7511 ,8749 ,8064 ,8159 ,7420 ,8307 ,8816 ,8863 ,8821 ,9670 ,10411 ,11757 ,12938 ,5812 ,11321 ,4502 ,7562 ,3931 ,8291 ,2413 ,6158 ,371 ,3021 ,48 ,584 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,194 ,월롱,20 ,0 ,285 ,18 ,575 ,2072 ,1562 ,6798 ,1603 ,7504 ,1437 ,1979 ,1238 ,1479 ,1511 ,1142 ,1829 ,1754 ,2174 ,1270 ,1667 ,1199 ,2235 ,1529 ,3084 ,1614 ,6309 ,1732 ,9661 ,1869 ,3498 ,1917 ,2378 ,1628 ,1520 ,1747 ,721 ,1263 ,46 ,814 ,5 ,141 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,195 ,파주,41 ,0 ,594 ,8 ,860 ,420 ,1764 ,1173 ,1855 ,2697 ,1161 ,695 ,1177 ,814 ,1371 ,901 ,1171 ,931 ,1288 ,887 ,1196 ,723 ,1283 ,917 ,1416 ,883 ,1913 ,877 ,2873 ,1055 ,624 ,1054 ,364 ,812 ,683 ,709 ,170 ,620 ,35 ,413 ,0 ,101 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,196 ,문산,718 ,1 ,2066 ,6 ,5712 ,1715 ,11711 ,4769 ,9895 ,9814 ,6905 ,3834 ,6122 ,4553 ,6476 ,4620 ,7144 ,6081 ,6981 ,5932 ,6683 ,5905 ,6730 ,7260 ,6869 ,6989 ,7947 ,7657 ,8457 ,9117 ,3501 ,8657 ,2884 ,7834 ,2762 ,5579 ,1301 ,5481 ,86 ,2876 ,0 ,846 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,197 ,임진강,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,3 ,75 ,43 ,172 ,0 ,0 ,2 ,2 ,1 ,1 ,0 ,0 ,156 ,147 ,114 ,15 ,375 ,55 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,198 ,서울역,1 ,0 ,721 ,2 ,675 ,4733 ,1979 ,20192 ,1588 ,21384 ,1302 ,12469 ,1176 ,4449 ,1302 ,3756 ,1970 ,2458 ,2497 ,4660 ,2442 ,2326 ,3665 ,2240 ,5103 ,2146 ,12020 ,3153 ,20881 ,3428 ,7765 ,2118 ,5072 ,1992 ,4279 ,824 ,296 ,130 ,904 ,635 ,1 ,86 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,199 ,공덕,3 ,0 ,407 ,90 ,1398 ,1303 ,3046 ,4607 ,3844 ,14819 ,2551 ,6609 ,2196 ,2272 ,2745 ,2602 ,3179 ,2398 ,3162 ,2279 ,3350 ,2493 ,3380 ,2613 ,4468 ,3007 ,6948 ,3881 ,13446 ,4977 ,5800 ,3617 ,5089 ,2073 ,6401 ,2742 ,3287 ,1786 ,551 ,705 ,5 ,85 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,200 ,홍대입구,2 ,0 ,177 ,56 ,418 ,447 ,959 ,1319 ,1359 ,4179 ,925 ,2779 ,879 ,2183 ,837 ,2414 ,1230 ,3064 ,1404 ,3149 ,1753 ,3423 ,1959 ,2992 ,2755 ,3461 ,3726 ,2850 ,4775 ,3663 ,3373 ,2513 ,3469 ,1167 ,4921 ,1399 ,2579 ,965 ,560 ,470 ,3 ,66 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,201 ,디지털미디어시티,2 ,0 ,655 ,400 ,1568 ,1640 ,6751 ,1515 ,6871 ,3291 ,3482 ,2287 ,2379 ,1432 ,2588 ,1442 ,2763 ,1742 ,2533 ,2081 ,2624 ,2011 ,2597 ,2106 ,3503 ,2852 ,3873 ,3942 ,4051 ,7144 ,2296 ,6159 ,1584 ,3314 ,1443 ,3260 ,945 ,2813 ,288 ,1043 ,9 ,107 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,202 ,김포공항,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,203 ,계양,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경의선,204 ,검암,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,205 ,신내,2 ,1 ,519 ,379 ,1241 ,2586 ,3360 ,1990 ,3345 ,3647 ,1758 ,1217 ,1468 ,1151 ,1582 ,1145 ,1661 ,1110 ,1871 ,1524 ,1662 ,1310 ,1595 ,1930 ,2385 ,1685 ,3143 ,2511 ,2738 ,3077 ,1103 ,2381 ,695 ,1272 ,588 ,1273 ,565 ,903 ,190 ,474 ,1 ,59 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,206 ,갈매,1 ,0 ,998 ,247 ,2907 ,1146 ,14020 ,1950 ,7725 ,3285 ,4668 ,2000 ,3067 ,1894 ,2379 ,1657 ,2950 ,1811 ,2800 ,2380 ,2842 ,1910 ,2444 ,3252 ,2851 ,3009 ,2862 ,4371 ,3488 ,8406 ,1789 ,7083 ,1672 ,3885 ,2138 ,3537 ,965 ,2382 ,348 ,1065 ,4 ,294 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,207 ,별내,34 ,0 ,695 ,847 ,1612 ,2579 ,7588 ,2910 ,5648 ,4432 ,3347 ,3075 ,2762 ,2179 ,2502 ,2375 ,2890 ,2476 ,2927 ,2773 ,3044 ,2354 ,3294 ,3188 ,4445 ,3263 ,4573 ,4485 ,4547 ,6282 ,2105 ,5517 ,1873 ,2843 ,1969 ,2066 ,1249 ,1986 ,597 ,799 ,11 ,145 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,208 ,퇴계원,9 ,0 ,1788 ,369 ,4131 ,1391 ,14785 ,2850 ,9886 ,3565 ,6723 ,1993 ,4403 ,2245 ,3781 ,2183 ,4374 ,2651 ,3938 ,2972 ,3308 ,2862 ,3508 ,3160 ,3064 ,4559 ,3676 ,7297 ,4616 ,9626 ,2076 ,9284 ,1427 ,5432 ,1444 ,3985 ,827 ,4414 ,324 ,1629 ,13 ,369 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,209 ,사릉,40 ,0 ,1840 ,443 ,4142 ,1668 ,12474 ,3830 ,9683 ,5255 ,5213 ,1931 ,3555 ,2111 ,3494 ,1998 ,3623 ,2057 ,3249 ,2026 ,2661 ,2776 ,3098 ,2608 ,2853 ,3298 ,3811 ,5256 ,5480 ,7745 ,1918 ,10620 ,1139 ,4609 ,1122 ,4001 ,564 ,3621 ,250 ,1663 ,3 ,304 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,210 ,금곡,2 ,0 ,986 ,207 ,1649 ,772 ,3451 ,1296 ,3523 ,3447 ,2219 ,1440 ,2019 ,1197 ,2116 ,1109 ,1728 ,1417 ,1958 ,1312 ,1613 ,1891 ,1781 ,1646 ,1749 ,1803 ,2193 ,2525 ,2864 ,3058 ,1001 ,2889 ,609 ,1259 ,626 ,1530 ,304 ,1134 ,150 ,726 ,3 ,105 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,211 ,평내호평,394 ,4 ,3907 ,716 ,7745 ,1478 ,21217 ,3566 ,13643 ,8000 ,8040 ,4755 ,7306 ,4272 ,7051 ,4360 ,6948 ,5482 ,7039 ,5500 ,5797 ,6842 ,6509 ,6576 ,6777 ,7167 ,7051 ,11244 ,6846 ,14131 ,4209 ,17408 ,3705 ,8266 ,3921 ,7577 ,2432 ,6479 ,916 ,3590 ,5 ,961 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,212 ,천마산,3 ,3 ,770 ,193 ,2716 ,324 ,5163 ,1302 ,3864 ,1453 ,3273 ,1156 ,2629 ,1346 ,2093 ,1410 ,2334 ,1660 ,2181 ,1605 ,2080 ,1940 ,1794 ,2317 ,1782 ,2210 ,1666 ,2838 ,1690 ,3973 ,676 ,3572 ,479 ,2588 ,448 ,2199 ,381 ,1506 ,93 ,811 ,6 ,111 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,213 ,마석,3 ,0 ,1012 ,213 ,4945 ,1876 ,10861 ,4212 ,7683 ,5424 ,6055 ,3893 ,5046 ,2903 ,4646 ,3804 ,5547 ,3573 ,4728 ,4624 ,4724 ,4364 ,4559 ,4895 ,5036 ,4536 ,4940 ,6027 ,5890 ,6889 ,2527 ,10399 ,2142 ,5038 ,1918 ,4399 ,1175 ,3675 ,398 ,1422 ,13 ,414 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,214 ,대성리,0 ,0 ,119 ,35 ,222 ,141 ,523 ,533 ,606 ,638 ,680 ,442 ,530 ,732 ,1005 ,741 ,743 ,633 ,751 ,907 ,839 ,940 ,928 ,715 ,1089 ,730 ,1329 ,579 ,1050 ,580 ,422 ,516 ,246 ,373 ,162 ,275 ,144 ,209 ,54 ,160 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,215 ,청평,2 ,0 ,557 ,75 ,1280 ,390 ,2300 ,842 ,2538 ,1738 ,2273 ,1353 ,2596 ,1752 ,3629 ,1442 ,2609 ,2542 ,2311 ,2210 ,2326 ,2677 ,2171 ,2802 ,2215 ,2610 ,2438 ,2881 ,1820 ,2591 ,869 ,2226 ,833 ,1726 ,564 ,1293 ,268 ,923 ,52 ,644 ,1 ,117 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,216 ,상천,0 ,0 ,67 ,23 ,196 ,78 ,350 ,92 ,421 ,367 ,345 ,507 ,357 ,583 ,438 ,575 ,378 ,542 ,420 ,324 ,660 ,354 ,696 ,370 ,675 ,313 ,554 ,324 ,287 ,230 ,165 ,291 ,75 ,172 ,55 ,177 ,25 ,94 ,8 ,66 ,1 ,15 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,217 ,가평,1 ,0 ,421 ,83 ,1029 ,662 ,1572 ,1247 ,2371 ,2697 ,1890 ,1769 ,2546 ,1433 ,3955 ,2505 ,2552 ,2696 ,2155 ,3082 ,2456 ,3228 ,2278 ,3076 ,2718 ,1972 ,2789 ,2333 ,2634 ,2146 ,1307 ,2026 ,908 ,1172 ,778 ,1083 ,354 ,891 ,156 ,590 ,7 ,113 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,218 ,굴봉산,0 ,0 ,29 ,1 ,53 ,3 ,90 ,33 ,137 ,168 ,143 ,229 ,137 ,533 ,243 ,340 ,183 ,218 ,228 ,155 ,253 ,206 ,343 ,162 ,256 ,178 ,221 ,113 ,136 ,123 ,45 ,121 ,48 ,103 ,31 ,51 ,8 ,45 ,8 ,28 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,219 ,백양리,0 ,0 ,11 ,33 ,16 ,23 ,43 ,302 ,148 ,569 ,78 ,337 ,96 ,656 ,364 ,448 ,397 ,417 ,287 ,260 ,308 ,337 ,443 ,262 ,524 ,164 ,984 ,216 ,486 ,179 ,169 ,63 ,228 ,84 ,304 ,156 ,188 ,90 ,135 ,67 ,26 ,7 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,220 ,강촌,2 ,0 ,86 ,11 ,110 ,41 ,190 ,218 ,332 ,622 ,266 ,681 ,387 ,1226 ,680 ,1312 ,517 ,759 ,644 ,655 ,920 ,714 ,1233 ,468 ,1368 ,526 ,1183 ,345 ,761 ,397 ,347 ,304 ,201 ,228 ,181 ,208 ,66 ,142 ,40 ,111 ,5 ,24 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,221 ,김유정,0 ,0 ,34 ,6 ,137 ,20 ,223 ,226 ,213 ,414 ,239 ,570 ,237 ,924 ,305 ,1056 ,504 ,893 ,663 ,773 ,839 ,756 ,1161 ,544 ,1102 ,402 ,999 ,361 ,446 ,278 ,283 ,255 ,139 ,149 ,64 ,117 ,16 ,64 ,17 ,75 ,1 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,222 ,남춘천,325 ,0 ,977 ,17 ,2326 ,523 ,2700 ,1360 ,3008 ,2279 ,2873 ,2374 ,3067 ,2327 ,3268 ,4144 ,3476 ,5350 ,3796 ,3362 ,4731 ,3134 ,4488 ,4476 ,3894 ,3269 ,3734 ,3648 ,2938 ,3594 ,2411 ,5730 ,2030 ,2127 ,1685 ,2178 ,873 ,2744 ,263 ,1081 ,6 ,828 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,경춘선,223 ,춘천,201 ,1 ,406 ,8 ,1090 ,218 ,909 ,732 ,1179 ,1378 ,1437 ,1526 ,1431 ,1287 ,1526 ,2888 ,1643 ,2442 ,2034 ,2870 ,2689 ,1908 ,3295 ,2471 ,3259 ,1567 ,2870 ,1609 ,2347 ,1385 ,1485 ,1849 ,979 ,827 ,663 ,774 ,270 ,646 ,39 ,643 ,2 ,311 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,340 ,고색,279 ,3 ,1416 ,273 ,3787 ,1445 ,7815 ,9713 ,6738 ,12376 ,3727 ,2173 ,2461 ,1442 ,2642 ,1915 ,2994 ,2070 ,2783 ,2303 ,2733 ,2403 ,2882 ,2381 ,3578 ,3406 ,6993 ,4347 ,12875 ,6247 ,3649 ,6354 ,3390 ,4608 ,2489 ,4342 ,1067 ,3078 ,317 ,1655 ,2 ,774 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,341 ,오목천,2 ,0 ,303 ,13 ,2463 ,998 ,5098 ,2050 ,5129 ,3244 ,3479 ,1826 ,2839 ,1412 ,2985 ,1550 ,3226 ,1876 ,2866 ,2356 ,2575 ,2035 ,2640 ,2511 ,3149 ,3401 ,3756 ,3162 ,3966 ,6661 ,1843 ,4211 ,1312 ,2529 ,1034 ,2890 ,776 ,2918 ,315 ,1210 ,1 ,120 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,342 ,어천,0 ,0 ,68 ,2 ,440 ,346 ,805 ,1169 ,980 ,1200 ,861 ,583 ,791 ,632 ,780 ,571 ,843 ,639 ,977 ,722 ,751 ,683 ,966 ,681 ,966 ,965 ,1249 ,954 ,1918 ,1447 ,760 ,1190 ,443 ,571 ,327 ,689 ,186 ,653 ,107 ,249 ,0 ,18 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,343 ,야목,0 ,0 ,92 ,2 ,130 ,176 ,399 ,278 ,479 ,330 ,280 ,189 ,288 ,167 ,275 ,189 ,334 ,220 ,342 ,203 ,290 ,199 ,306 ,194 ,340 ,289 ,413 ,337 ,526 ,469 ,167 ,272 ,133 ,203 ,106 ,268 ,87 ,206 ,34 ,88 ,1 ,19 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,344 ,사리,3 ,0 ,1846 ,50 ,5313 ,674 ,12921 ,1240 ,10743 ,2382 ,5828 ,1554 ,4788 ,1553 ,4606 ,1692 ,4770 ,2559 ,5476 ,2907 ,4684 ,2876 ,4056 ,3775 ,4121 ,5243 ,4081 ,5731 ,3548 ,13017 ,2050 ,8789 ,1394 ,6089 ,1417 ,6856 ,1053 ,5104 ,388 ,2544 ,9 ,283 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,345 ,달월,0 ,0 ,1 ,1 ,13 ,91 ,55 ,106 ,118 ,265 ,48 ,37 ,51 ,133 ,48 ,70 ,64 ,81 ,90 ,139 ,113 ,77 ,119 ,79 ,181 ,77 ,269 ,75 ,625 ,85 ,100 ,31 ,43 ,41 ,37 ,45 ,26 ,42 ,15 ,19 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
44228 ,수인선,346 ,월곶,0 ,0 ,1048 ,348 ,2768 ,1116 ,7194 ,1651 ,5861 ,2560 ,3268 ,2140 ,2815 ,1774 ,2742 ,2254 ,3029 ,2680 ,3374 ,2611 ,3344 ,2702 ,2918 ,3117 ,3429 ,3554 ,3424 ,4698 ,3434 ,7027 ,2254 ,4449 ,1881 ,3218 ,1951 ,3712 ,1242 ,2546 ,526 ,1336 ,2 ,142 ,0 ,0 ,0 ,0 ,0 ,0 
